fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
MI,density,DBSCAN,"{'eps': 0.6, 'min_samples': 20}",9,-0.18151417083461563,1.3106135767545184,32.31623157352902,0.019533323002117485,0.17076256334330914,0.7714285714285715,0.22857142857142856,0.47809144373375745,1975,0.8227848101265823,0.05012658227848101,22,99
MI,density,DBSCAN,"{'eps': 0.8, 'min_samples': 5}",39,0.08178924813505661,1.580264776919848,70.61370178338056,0.11411232990594666,0.3381656267349411,0.6846254927726675,0.34231274638633374,0.6325594091029538,1975,0.22936708860759494,0.11240506329113924,4,222
MI,density,DBSCAN,"{'eps': 0.8, 'min_samples': 10}",19,-0.042807498723798916,1.5821780623648425,70.19126085304005,0.09800322111158484,0.3220346971356059,0.7121771217712177,0.3081180811808118,0.5905154418682638,1975,0.4511392405063291,0.10987341772151898,12,217
MI,density,DBSCAN,"{'eps': 0.8, 'min_samples': 20}",11,-0.1231740990909409,1.380987634390219,70.02519310780619,0.07310838698682197,0.2658446676548742,0.6967654986522911,0.316711590296496,0.5862301324514717,1975,0.6243037974683544,0.10835443037974683,20,214
MI,density,DBSCAN,"{'eps': 1.0, 'min_samples': 5}",19,0.20022841564662786,1.6093822277210854,130.93950310337965,0.16877146250041844,0.3339490256718729,0.5580985915492958,0.5933098591549296,0.9873020096282406,1975,0.13721518987341771,0.2020253164556962,4,399
MI,density,DBSCAN,"{'eps': 1.0, 'min_samples': 10}",14,0.19915220048133178,2.099224097928965,154.66793455265696,0.15987736613904158,0.34628657143875713,0.6131339401820546,0.43953185955786733,0.7407864937948158,1975,0.22126582278481013,0.1827848101265823,21,361
MI,density,DBSCAN,"{'eps': 1.0, 'min_samples': 20}",10,0.06067221055808407,1.6606982299779305,126.4659212588613,0.1251606968617639,0.3267759308235039,0.6492335437330928,0.39675383228133454,0.7029501147601431,1975,0.43848101265822786,0.17670886075949366,24,349
MI,density,DBSCAN,"{'eps': 1.2, 'min_samples': 5}",13,0.21878526854540914,1.584453942103193,150.2954744172311,0.13814752119385898,0.3242006262554746,0.4740947075208914,0.7192200557103064,1.073094605999948,1975,0.09113924050632911,0.4339240506329114,5,857
MI,density,DBSCAN,"{'eps': 1.2, 'min_samples': 10}",7,0.22950314579436348,2.5418086241967703,213.39797331312403,0.13538896711493045,0.31035195023507944,0.47153024911032027,0.7176749703440095,1.0660288721917348,1975,0.14632911392405062,0.4111392405063291,91,812
MI,density,DBSCAN,"{'eps': 1.2, 'min_samples': 20}",12,0.20758484859399678,1.9402087279035753,158.36967523921618,0.16062569428172022,0.3471028661412842,0.5825242718446602,0.47119741100323626,0.7640803427824441,1975,0.21772151898734177,0.27544303797468356,21,544
MI,density,DBSCAN,"{'eps': 1.4, 'min_samples': 5}",13,0.19524287877556532,1.5497259134195167,162.12558652964435,0.13818521153310506,0.32916623953590896,0.4662379421221865,0.7395498392282959,1.0966185969911695,1975,0.05518987341772152,0.45164556962025315,5,892
MI,density,DBSCAN,"{'eps': 1.4, 'min_samples': 10}",8,0.22798866958705497,2.402445664993044,210.16335366298492,0.13788498356110238,0.3200168517189846,0.4672635702294348,0.7341913822048125,1.0891950380908273,1975,0.09518987341772152,0.4339240506329114,9,857
MI,density,DBSCAN,"{'eps': 1.4, 'min_samples': 20}",7,0.23626432745286233,2.548371631300124,219.76573838931668,0.1366714407999856,0.31364981981591405,0.4694944799535154,0.7251597908192912,1.0763961650998761,1975,0.12860759493670887,0.42025316455696204,90,830
MI,density,OPTICS,"{'min_samples': 5, 'xi': 0.03}",109,-0.17188813076549747,1.2760623650504006,13.280249315315539,0.01857938839141805,0.2946462358380026,0.8945102260495156,0.10656620021528525,0.3297257235110524,1975,0.529620253164557,0.012658227848101266,5,25
MI,density,OPTICS,"{'min_samples': 5, 'xi': 0.05}",93,-0.2354305645353332,1.2156470083781492,12.290963845057945,0.014141737924446604,0.2783098219135575,0.9042690815006468,0.09702457956015524,0.3156135321588087,1975,0.6086075949367089,0.012151898734177215,5,24
MI,density,OPTICS,"{'min_samples': 10, 'xi': 0.03}",33,-0.25258950991621765,1.342021605941653,22.010405012285926,0.01904077999290767,0.24137495637735498,0.8107692307692308,0.19384615384615383,0.45064056971928645,1975,0.6708860759493671,0.019240506329113925,10,38
MI,density,OPTICS,"{'min_samples': 10, 'xi': 0.05}",28,-0.28304378266656155,1.3064550938393065,21.55124125313653,0.01828543394702522,0.23721400077117483,0.8275261324041812,0.18292682926829268,0.4514784076932588,1975,0.7093670886075949,0.03139240506329114,10,62
MI,density,OPTICS,"{'min_samples': 20, 'xi': 0.03}",15,-0.11282192531927603,1.3760461290433623,65.46839000738676,0.03355861216531203,0.23951878686845673,0.6662531017369727,0.40818858560794047,0.764439170671917,1975,0.5918987341772152,0.08556962025316456,21,169
MI,density,OPTICS,"{'min_samples': 20, 'xi': 0.05}",11,-0.09832596989470757,1.2482831534490324,86.34216225028473,0.06687610004516419,0.2595158612384342,0.6949924127465857,0.503793626707132,1.011316844635148,1975,0.6663291139240506,0.0840506329113924,23,166
MI,model,GMM,"{'n_components': 3, 'covariance_type': 'full'}",3,0.23365495229835134,1.7750791028948851,385.1181088637363,0.09518794918022483,0.14111135322560342,0.3270886075949367,1.5017721518987341,2.0098491662027964,1975,0.0,0.47645569620253164,377,941
MI,model,GMM,"{'n_components': 3, 'covariance_type': 'tied'}",3,0.23438936098320048,1.649205895491657,459.1150411080783,0.10977856334115953,0.1362599790976855,0.37468354430379747,1.2607594936708861,1.818609846050521,1975,0.0,0.36,615,711
MI,model,GMM,"{'n_components': 3, 'covariance_type': 'diag'}",3,0.23912205475205467,1.63922720228977,463.9823965375331,0.11190498158641655,0.14869308851983734,0.37670886075949367,1.310886075949367,1.8846481725184716,1975,0.0,0.3822784810126582,534,755
MI,model,GMM,"{'n_components': 3, 'covariance_type': 'spherical'}",3,0.13317408705367623,1.7187387173873547,282.3966450072113,0.07737948841525673,0.14624589392480009,0.3508860759493671,1.3848101265822785,1.9674567532602507,1975,0.0,0.6172151898734177,357,1219
MI,model,GMM,"{'n_components': 5, 'covariance_type': 'full'}",5,0.2625159209149068,1.6127396214917002,416.3402760458085,0.15996782962995237,0.19803771923459312,0.4318987341772152,1.12,1.687481833001132,1975,0.0,0.26784810126582276,254,529
MI,model,GMM,"{'n_components': 5, 'covariance_type': 'tied'}",5,0.26716128088801067,1.5800343645439643,430.8312855370665,0.107807936785021,0.14328506954230466,0.3878481012658228,1.2592405063291139,1.8117758265220396,1975,0.0,0.2739240506329114,256,541
MI,model,GMM,"{'n_components': 5, 'covariance_type': 'diag'}",5,0.23505258701624934,1.730875895438994,367.70591011257363,0.11416353777081312,0.15223693478301806,0.3929113924050633,1.2445569620253165,1.8037934710148913,1975,0.0,0.3210126582278481,256,634
MI,model,GMM,"{'n_components': 5, 'covariance_type': 'spherical'}",5,0.29431217831178275,1.3759240114282203,483.34015867207444,0.19282500422879056,0.2384449063067596,0.460253164556962,1.0136708860759494,1.5667429732741096,1975,0.0,0.30734177215189873,228,607
MI,model,GMM,"{'n_components': 7, 'covariance_type': 'full'}",7,0.2632639837441689,1.944537477149294,347.3330360280477,0.17842941619760225,0.27470214493480166,0.4941772151898734,0.9827848101265823,1.5807384910905378,1975,0.0,0.2420253164556962,108,478
MI,model,GMM,"{'n_components': 7, 'covariance_type': 'tied'}",7,0.2632265436424048,1.6404918279510519,374.23490015432475,0.1315904684772027,0.21630805128643524,0.4521518987341772,1.1179746835443038,1.7050928925287028,1975,0.0,0.22278481012658227,158,440
