fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
RF,density,DBSCAN,"{'eps': 1.4, 'min_samples': 10}",8,0.21665839144890667,2.321703086213801,208.48558461149335,0.13814397547045276,0.3207192127679127,0.46782316731952994,0.7330721880246223,1.0881670104544148,1975,0.09518987341772152,0.4339240506329114,9,857
RF,density,DBSCAN,"{'eps': 1.4, 'min_samples': 20}",7,0.22891656641861147,2.4484992700835657,216.93607497190192,0.13693721582351545,0.3144444302920762,0.47007553747821035,0.7239976757699013,1.0753159880439518,1975,0.12860759493670887,0.42025316455696204,90,830
RF,density,OPTICS,"{'min_samples': 5, 'xi': 0.03}",108,-0.16377810657392836,1.2367924291295935,14.243271347408424,0.01962324554328815,0.2968645457499848,0.8943436499466382,0.10672358591248667,0.32993644483557194,1975,0.5255696202531646,0.012658227848101266,5,25
RF,density,OPTICS,"{'min_samples': 5, 'xi': 0.05}",94,-0.22891118805067462,1.1839908023090653,12.884803123307677,0.016196143841297892,0.28130406193766033,0.9065300896286812,0.09475032010243278,0.3119473346009879,1975,0.6045569620253165,0.012151898734177215,5,24
RF,density,OPTICS,"{'min_samples': 10, 'xi': 0.03}",34,-0.26380316879236004,1.3751414656869054,20.84823174329355,0.015672429035922184,0.2351606907598477,0.7996894409937888,0.20496894409937888,0.4629100498862757,1975,0.6739240506329114,0.019240506329113925,10,38
RF,density,OPTICS,"{'min_samples': 10, 'xi': 0.05}",30,-0.2757438962189715,1.3525516984816206,21.730407540428477,0.015618109223903795,0.23856958891604435,0.8213689482470785,0.18864774624373956,0.4568163035897204,1975,0.6967088607594937,0.03139240506329114,10,62
RF,density,OPTICS,"{'min_samples': 20, 'xi': 0.03}",15,-0.13720365140136126,1.3857202179929118,57.412152586036015,0.033327101477477764,0.24030540786822296,0.6762028608582574,0.3381014304291287,0.6055658618217354,1975,0.610632911392405,0.07949367088607595,21,157
RF,density,OPTICS,"{'min_samples': 20, 'xi': 0.05}",10,-0.1528154070636072,1.2173688574162946,60.75080135901169,0.06593560832881963,0.264028209768167,0.7959183673469388,0.3795918367346939,0.9280218153663837,1975,0.7518987341772152,0.062278481012658225,23,123
RF,model,GMM,"{'n_components': 3, 'covariance_type': 'full'}",3,0.21546849966462306,1.8933087478773256,450.9945596654977,0.21596138626763672,0.34128054552804243,0.4172151898734177,1.2582278481012659,1.8298509311907751,1975,0.0,0.49670886075949366,454,981
RF,model,GMM,"{'n_components': 3, 'covariance_type': 'tied'}",3,0.24231508834069984,1.715787485292524,489.7386481329552,0.21411265521708567,0.354195358641844,0.4172151898734177,1.1792405063291138,1.677098156891272,1975,0.0,0.49670886075949366,384,981
RF,model,GMM,"{'n_components': 3, 'covariance_type': 'diag'}",3,0.21372202890426584,1.6919295687114477,462.1851750784928,0.17961824293718456,0.2658769120515483,0.4136708860759494,1.329620253164557,1.9103979305800551,1975,0.0,0.49670886075949366,313,981
RF,model,GMM,"{'n_components': 3, 'covariance_type': 'spherical'}",3,0.1682190608338561,1.412187801941495,329.7433517765663,0.20513634117861598,0.3970963476706912,0.44151898734177214,1.0855696202531646,1.5961980144286056,1975,0.0,0.6926582278481013,227,1368
RF,model,GMM,"{'n_components': 5, 'covariance_type': 'full'}",5,0.24764270629839522,1.702268447278223,461.2736870377575,0.37159120609793816,0.4560692355845803,0.5918987341772152,0.5675949367088607,0.9810869714605429,1975,0.0,0.2789873417721519,293,551
RF,model,GMM,"{'n_components': 5, 'covariance_type': 'tied'}",5,0.2459262097950185,1.6443999080643845,467.6525839396232,0.333195060861354,0.4043728757652989,0.5640506329113925,0.6577215189873418,1.1062537992497157,1975,0.0,0.2769620253164557,259,547
RF,model,GMM,"{'n_components': 5, 'covariance_type': 'diag'}",5,0.245923965247318,1.6817572147805044,461.2037856781437,0.4028761208742452,0.495739053343442,0.6075949367088608,0.5083544303797468,0.8858950990846932,1975,0.0,0.25924050632911394,287,512
RF,model,GMM,"{'n_components': 5, 'covariance_type': 'spherical'}",5,0.19094806772925588,2.178026325766745,309.7602118245391,0.2969300913440614,0.3933894286298976,0.5230379746835443,0.710379746835443,1.1533111385391546,1975,0.0,0.25518987341772154,224,504
RF,model,GMM,"{'n_components': 7, 'covariance_type': 'full'}",7,0.24480710401542552,1.6844206132109645,332.24825352185997,0.18323862810162722,0.3428274839136213,0.5068354430379747,0.8643037974683544,1.3956532883441441,1975,0.0,0.3660759493670886,60,723
RF,model,GMM,"{'n_components': 7, 'covariance_type': 'tied'}",7,0.2534325815954461,1.5536810320382413,373.4457036538921,0.16442883080994786,0.2815193393951351,0.48860759493670886,0.9134177215189874,1.4443254305616475,1975,0.0,0.22835443037974684,123,451
RF,model,GMM,"{'n_components': 7, 'covariance_type': 'diag'}",7,0.2693948788919306,1.3154882852277956,382.8198923144601,0.18348802437600362,0.3290590321441575,0.5215189873417722,0.8379746835443038,1.361123884092885,1975,0.0,0.3610126582278481,77,713
RF,model,GMM,"{'n_components': 7, 'covariance_type': 'spherical'}",7,0.22010751585426494,2.1261133155159166,280.9306450620665,0.2128552347475868,0.33407641489685425,0.5184810126582279,0.7650632911392405,1.267909672141064,1975,0.0,0.27189873417721516,105,537
RF,model,GMM,"{'n_components': 9, 'covariance_type': 'full'}",9,0.264035765222321,1.4315732778197825,371.3820565145369,0.23779171132052576,0.4028706657955955,0.5853164556962025,0.6121518987341772,1.0474804007108762,1975,0.0,0.26177215189873415,63,517
RF,model,GMM,"{'n_components': 9, 'covariance_type': 'tied'}",9,0.2689215567051371,1.3563507903761487,358.81698218688325,0.2082751400040054,0.34209277108947894,0.5270886075949367,0.7812658227848102,1.2627075590756696,1975,0.0,0.26734177215189875,20,528
RF,model,GMM,"{'n_components': 9, 'covariance_type': 'diag'}",9,0.24788949559199067,1.5982334054068168,344.8986909576662,0.2773149442618975,0.4083249515007375,0.5959493670886076,0.570632911392405,0.9984798572412243,1975,0.0,0.2359493670886076,44,466
RF,model,GMM,"{'n_components': 9, 'covariance_type': 'spherical'}",9,0.22661898461749302,1.4615699032107965,346.0044720666393,0.2884814899759051,0.4193394158509604,0.6410126582278481,0.4460759493670886,0.8159796473014058,1975,0.0,0.16658227848101265,113,329
RF,model,GMM,"{'n_components': 11, 'covariance_type': 'full'}",11,0.24225040262636377,1.3797520118216158,340.1283951796864,0.24212886263607858,0.3961204681159923,0.6207594936708861,0.5422784810126582,0.9675755947963806,1975,0.0,0.22329113924050634,34,441
RF,model,GMM,"{'n_components': 11, 'covariance_type': 'tied'}",11,0.2578472285071877,1.4514547554355457,328.43507237010715,0.2050811911274259,0.33451720162839893,0.5488607594936709,0.6830379746835443,1.1338296257609273,1975,0.0,0.21113924050632912,13,417
RF,model,GMM,"{'n_components': 11, 'covariance_type': 'diag'}",11,0.24747250388418274,1.550819518808138,295.44123118992354,0.20956058536025324,0.3377235801270743,0.5605063291139241,0.7073417721518988,1.181931480804389,1975,0.0,0.21012658227848102,20,415
